title,pub_type,date_issued,authors,doi,publisher,abstract_en,abstract_de,pdf_paths,pdf_count,openalex_id,concepts,cited_by_count,referenced_works_count,concepts_norm
Combining Fractional Derivatives and Machine Learning: A Review,Article,2023-01,"Raubitzek, Sebastian,Mallinger, Kevin,Neubauer, Thomas",10.3390/e25010035,,"Fractional calculus has gained a lot of attention in the last couple of years. Researchers have discovered that processes in various fields follow fractional dynamics rather than ordinary integer-ordered dynamics, meaning that the corresponding differential equations feature non-integer valued derivatives. There are several arguments for why this is the case, one of which is that fractional derivatives inherit spatiotemporal memory and/or the ability to express complex naturally occurring phenomena. Another popular topic nowadays is machine learning, i.e., learning behavior and patterns from historical data. In our ever-changing world with ever-increasing amounts of data, machine learning is a powerful tool for data analysis, problem-solving, modeling, and prediction. It has provided many further insights and discoveries in various scientific disciplines. As these two modern-day topics hold a lot of potential for combined approaches in terms of describing complex dynamics, this article review combines approaches from fractional derivatives and machine learning from the past, puts them into context, and thus provides a list of possible combined approaches and the corresponding techniques. Note, however, that this article does not deal with neural networks, as there is already extensive literature on neural networks and fractional calculus. We sorted past combined approaches from the literature into three categories, i.e., preprocessing, machine learning and fractional dynamics, and optimization. The contributions of fractional derivatives to machine learning are manifold as they provide powerful preprocessing and feature augmentation techniques, can improve physically informed machine learning, and are capable of improving hyperparameter optimization. Thus, this article serves to motivate researchers dealing with data-based problems, to be specific machine learning practitioners, to adopt new tools, and enhance their existing approaches.",,pdfs/Combining_Fractional_Derivatives_and_Machine_Learning_A_Review.pdf,1,https://openalex.org/W4386952859,"['Context (archaeology)', 'Balance (ability)', 'Rehabilitation', 'Process (computing)', 'Computer science', 'Set (abstract data type)', 'Serious game', 'Entertainment', 'Human–computer interaction', 'Physical medicine and rehabilitation', 'Simulation', 'Multimedia', 'Physical therapy', 'Medicine', 'Visual arts', 'Operating system', 'Programming language', 'Art', 'Paleontology', 'Biology']",6,22,['art; balance (ability); biology; computer science; context (archaeology); entertainment; human–computer interaction; medicine; multimedia; operating system; paleontology; physical medicine and rehabilitation; physical therapy; process (computing); programming language; rehabilitation; serious game; set (abstract data type); simulation; visual arts']
WebMonitor: Verification of Web User Interfaces,Inproceedings,05/01/2023,"Visconti, Ennio,Tsigkanos, Christos,Nenzi, Laura",10.1145/3551349.3559538,Association for Computing Machinery (ACM),"Application development for the modern Web involves sophisticated engineering workflows which include user interface aspects. Those involve Web elements typically created with HTML/CSS markup and JavaScript-like languages, yielding Web documents. WebMonitor leverages requirements formally specified in a logic able to capture both the layout of visual components as well as how they change over time, as a user interacts with them. Then, requirements are verified upon arbitrary web pages, allowing for automated support for a wide set of use cases in interaction testing and simulation. We position WebMonitor within a developer workflow, where in case of a negative result, a visual counterexample is returned. The monitoring framework we present follows a black-box approach, and as such is independent of the underlying technologies a Web application may be developed with, as well as the browser and operating system used.",,pdfs/WebMonitor_Verification_of_Web_User_Interfaces.pdf,1,,[],,,[]
Computing Twin-width with SAT and Branch & Bound,Inproceedings,2023,"Schidler, Andr ,Szeider, Stefan",10.24963/ijcai.2023/224,International Joint Conferences on Artificial Intelligence,"The graph width-measure twin-width recently attracted great attention because of its solving power and generality. Many prominent NP-hard problems are tractable on graphs of bounded twin-width if a certificate for the twin-width bound is provided as an input. Bounded twin-width subsumes other prominent structural restrictions such as bounded treewidth and bounded rank-width. Computing such a certificate is NP-hard itself, already for twin-width 4, and the only known implemented algorithm for twin-width computation is based on a SAT encoding. In this paper, we propose two new algorithmic approaches for computing twin-width that significantly improve the state of the art. Firstly, we develop a SAT encoding that is far more compact than the known encoding and consequently scales to larger graphs. Secondly, we propose a new Branch & Bound algorithm for twin-width that, on many graphs, is significantly faster than the SAT encoding. It utilizes a sophisticated caching system for partial solutions. Both algorithmic approaches are based on new conceptual insights into twin-width computation, including the reordering of contractions.",,pdfs/Computing_Twin-width_with_SAT_and_Branch_Bound.pdf,1,https://openalex.org/W4385437499,"['Argumentation theory', 'Computer science', 'Logical consequence', 'Propositional calculus', 'Circumscription', 'Theoretical computer science', 'Algebra over a field', 'Artificial intelligence', 'Mathematics', 'Epistemology', 'Pure mathematics', 'Programming language', 'Philosophy']",0,35,['algebra over a field; argumentation theory; artificial intelligence; circumscription; computer science; epistemology; logical consequence; mathematics; philosophy; programming language; propositional calculus; pure mathematics; theoretical computer science']
Verifying Performance Guidelines for MPI Collectives at Scale,Inproceedings,12/11/2023,"Hunold, Sascha",10.1145/3624062.3625532,ACM,"MPI collective communication operations are crucial for high-performance computing, making the efficient implementation of collective algorithms essential for optimal application performance. While most MPI libraries provide several algorithms for a specific collective operation, each may work better in a specific scenario. Therefore, selecting the most suitable algorithm for each use case is important. However, even the best algorithm in a given MPI library s set may deliver suboptimal performance. Self-consistent MPI performance guidelines are general expectations that collectives must meet to be deemed performance-consistent. Specifically, a specialized collective call should not be slower than its less specialized counterparts. This paper introduces a tool for assessing the performance consistency of MPI collectives in a statistically sound manner. Through a case study, we demonstrate the current state of MPI performance consistency for three TOP500 machines.",,pdfs/Verifying_Performance_Guidelines_for_MPI_Collectives_at_Scale.pdf,1,https://openalex.org/W4382239871,"['Argumentation theory', 'Argument (complex analysis)', 'Perspective (graphical)', 'Computer science', 'Epistemology', 'Natural (archaeology)', 'Theoretical computer science', 'Mathematical economics', 'Mathematics', 'Artificial intelligence', 'Philosophy', 'Biochemistry', 'Chemistry', 'Archaeology', 'History']",2,45,['archaeology; argument (complex analysis); argumentation theory; artificial intelligence; biochemistry; chemistry; computer science; epistemology; history; mathematical economics; mathematics; natural (archaeology); perspective (graphical); philosophy; theoretical computer science']
Are We There Yet? A Roadmap of Network Visualization from Surveys to Task Taxonomies,Presentation,14/06/2023,"Filipov, Velitchko,Arleo, Alessio,Miksch, Silvia",,,"Networks are abstract and ubiquitous data structures, defined as a set of data points and relationships between them. Network visualization provides meaningful representations of these data, supporting researchers in understanding the connections, gathering insights, and detecting and identifying unexpected patterns. Research in this field is focusing on increasingly challenging problems, such as visualizing dynamic, complex, multivariate, and geospatial networked data. This ever-growing, and widely varied, body of research led to several surveys being published, each covering one or more disciplines of network visualization. Despite this effort, the variety and complexity of this research represents an obstacle when surveying the domain and building a comprehensive overview of the literature. Furthermore, there exists a lack of clarification and uniformity between the terminology used in each of the surveys, which requires further effort when mapping and categorizing the plethora of different visualization techniques and approaches. In this paper, we aim at providing researchers and practitioners alike with a roadmap detailing the current research trends in the field of network visualization. We design our contribution as a meta-survey where we discuss, summarize, and categorize recent surveys and task taxonomies published in the context of network visualization. We identify more and less saturated disciplines of research and consolidate the terminology used in the surveyed literature. We also survey the available task taxonomies, providing a comprehensive analysis of their varying support to each network visualization discipline and by establishing and discussing a classification for the individual tasks. With this combined analysis of surveys and task taxonomies, we provide an overarching structure of the field, from which we extrapolate the current state of research and promising directions for future work.",,pdfs/Are_We_There_Yet_A_Roadmap_of_Network_Visualization_from_Surveys_to_Task_Taxonomies_2.pdf,1,https://openalex.org/W3090342432,"['Argumentation theory', 'Dialectic', 'Relation (database)', 'Binary relation', 'Computer science', 'Theoretical computer science', 'Semantics (computer science)', 'Formalism (music)', 'Binary number', 'Epistemology', 'Artificial intelligence', 'Mathematics', 'Arithmetic', 'Discrete mathematics', 'Programming language', 'Data mining', 'Philosophy', 'Visual arts', 'Art', 'Musical']",1,34,['argumentation theory; arithmetic; art; artificial intelligence; binary number; binary relation; computer science; data mining; dialectic; discrete mathematics; epistemology; formalism (music); mathematics; musical; philosophy; programming language; relation (database); semantics (computer science); theoretical computer science; visual arts']
Joint Action in Collaborative Mixed Reality: Effects of Immersion Type and Physical Location,Inproceedings,13/10/2023,"Podkosova, Iana,De Pace, Francesco,Brument, Hugo",10.1145/3607822.3614541,Association for Computing Machinery,"Understanding how people effectively perform actions together is fundamental when designing Collaborative Mixed Reality (CMR) applications. While most of the studies on CMR mostly considered either how users are immersed in the CMR (e.g., in virtual or augmented reality), or how the physical workspace is shared by users (i.e., distributed or collocated), little is known about how their combination could influence user s interaction in CMR. In this paper, we present a user study (n=23) that investigates the effect of the mixed reality setup on the user s immersion and spatial interaction during a joint-action task. Groups of two participants had to perform two types of joint actions while carrying a virtual rope to maintain a certain distance: (1) Gate, where participants had to pass through a virtual aperture together and (2) Fruit, where participants had to use a rope to slice a virtual fruit moving in the CMR. Users were either in a distributed or collocated setup, and either immersed in virtual or augmented reality. Our results showed that users proxemics was altered by the immersion type and location setup, but also the user s subjective experience. These results contribute to the understanding of joint action in CMR and they are discussed to improve the design of CMR applications.",,pdfs/Joint_Action_in_Collaborative_Mixed_Reality_Effects_of_Immersion_Type_and_Physical_Location.pdf,1,,[],,,[]
Transfer learning for driver pose estimation from synthetic data,Inproceedings,27/07/2023,"Sagmeister, Daniel,Sch rkhuber, Dominik,Nezveda, Matej,Stiedl, Fabian,Schimkowitsch, Maria,Gelautz, Margrit",10.1109/iv55152.2023.10186532,IEEE,"The training of computer vision models for human pose estimation requires large amounts of data. Since labelling image data with pose keypoints is very time consuming and costly, we aim to alleviate this requirement by using synthetic data during pre-training and thus relax the need for large amounts of real data samples during fine-tuning. To this end, we investigate the impact of synthetic data on the performance of a 2D keypoint detection model in the context of driver body pose estimation. We present our approach for synthetic data generation to automatically provide large amounts of in-cabin views as training data. The utilization of the generated synthetic data is evaluated in different learning schemes. We achieve a notable performance gain of +30.5% by pre-training with our in-cabin synthetic data when only 1% of real training data from the DriPE dataset is available. The proposed approach also outperforms pre-training with PeopleSansPeople by +8.3% when the reduced DriPE dataset is used for fine-tuning.",,pdfs/Transfer_learning_for_driver_pose_estimation_from_synthetic_data.pdf,1,,[],,,[]
Visualization Literacy,Article,05/10/2023,"Pohl, Margit",10.21240/mpaed/55/2023.10.05.x,,,"Visualisierung von abstrakten Daten (z.B. Daten zu COVID-19) spielt in den Massenmedien eine immer gr ere Rolle. Allerdings sind komplexe Visualisierungen f r viele Personen nicht leicht zu interpretieren. Die F higkeit, solche Darstellungen zu verstehen, wird als Visualization Literacy bezeichnet. Diese neue Forschungsrichtung beruht auf Untersuchungen in anderen Bereichen, wie etwa Visual Literacy, Graph Comprehension, oder Studien zu Cognitive Biases oder Onboarding f r Visualisierungen. Im folgenden Artikel werden diese Forschungsbereiche dargestellt und ihre Bedeutung f r Visualization Literacy diskutiert. Es gibt zwei wesentliche Aspekte bei Visualization Literacy, einerseits die Frage, wie man Wissen ber Visualisierungen am besten vermitteln kann, andererseits auch, wie Visualisierungen gestaltet sein m ssen, dass sie von Menschen ohne Vorwissen ber dieses Gebiet angemessen verstanden werden k nnen. Visualization Literacy ist eng mit Data Literacy verwandt, da grosse, komplexe Datens tze durch Visualisierungen oft leichter interpretiert werden k nnen. Zusammenh nge in den Daten oder Extremwerte k nnen wesentlich problemloser erkannt werden. Daher ist es wichtig, dass Kenntnisse ber Visualisierungen im schulischen Unterricht vermittelt werden, damit Betrachter:innen keine fehlerhaften Schl sse aus Visualisierungen ziehen.",pdfs/Visualization_Literacy.pdf,1,https://openalex.org/W4353071523,"['Computer science', 'Management science', 'Data science', 'Distributed computing', 'Engineering']",33,43,['computer science; data science; distributed computing; engineering; management science']
Blockchain-based Zero Trust on the Edge,Preprint,28/11/2023,"Bicer, Cem,Murturi, Ilir,Donta, Praveen Kumar,Dustdar, Schahram",10.48550/arxiv.2311.16744,,"Internet of Things (IoT) devices pose significant security challenges due to their heterogeneity (i.e., hardware and software) and vulnerability to extensive attack surfaces. Today's conventional perimeter-based systems use credential-based authentication (e.g., username/password, certificates, etc.) to decide whether an actor can access a network. However, the verification process occurs only at the system's perimeter because most IoT devices lack robust security measures due to their limited hardware and software capabilities, making them highly vulnerable. Therefore, this paper proposes a novel approach based on Zero Trust Architecture (ZTA) extended with blockchain to further enhance security. The blockchain component serves as an immutable database for storing users' requests and is used to verify trustworthiness by analyzing and identifying potentially malicious user activities. We discuss the framework, processes of the approach, and the experiments carried out on a testbed to validate its feasibility and applicability in the smart city context. Lastly, the evaluation focuses on non-functional properties such as performance, scalability, and complexity.",,pdfs/Blockchain-based_Zero_Trust_on_the_Edge.pdf,1,,[],,,[]
"A claim-centric perspective on abstract argumentation semantics: Claim-defeat, principles, and expressiveness",Article,2023-11,"Dvo  k, Wolfgang,Rapberger, Anna,Woltran, Stefan",10.1016/j.artint.2023.104011,,"Dung's abstract argumentation frameworks (AFs) are a key formalism in AI research nowadays. Claims are an inherent part of each argument; they substantially determine the structure of the abstract representation. Nevertheless, they are often not taken into account on the abstract level, which restricts the modeling capacities of AFs to problems that do not involve claims in the evaluation. In this work, we address this shortcoming and conduct a structural analysis of claim-based argumentation semantics utilizing claim-augmented argumentation frameworks (CAFs) which extend AFs by assigning a claim to each argument. Our main contributions are as follows: We first propose novel variants for preferred, naive, stable, semi-stable, and stage semantics based on claim-defeat and claim-set maximization, complementing existing CAF semantics. Among our findings is that for a certain subclass, namely well-formed CAFs, the different versions of preferred and stable semantics coincide, which is not the case for the other semantics. We then conduct a principle-based analysis of the semantics with respect to general and well-formed CAFs. Finally, we study the expressiveness of the semantics by characterizing their signatures. In summary, this paper provides a thorough analysis of fundamental properties of abstract argumentation semantics (along the lines of existing results for AFs) but from the perspective of the claims the arguments represent. This shift of perspective provides novel results which we deem relevant when abstract argumentation is used in an instantiation-based setting.",,pdfs/A_claim-centric_perspective_on_abstract_argumentation_semantics_Claim-defeat_principles_and_expressiveness.pdf,1,,[],,,[]
The complexity landscape of claim-augmented argumentation frameworks,Article,2023-04,"Dvo  k, Wolfgang,Gre ler, Alexander,Rapberger, Anna,Woltran, Stefan",10.1016/j.artint.2023.103873,,"Claim-augmented argumentation frameworks (CAFs) provide a formal basis to analyze conclusion-oriented problems in argumentation by adapting a claim-focused perspective; they extend Dung AFs by associating a claim to each argument representing its conclusion. This additional layer offers various possibilities to generalize abstract argumentation semantics, i.e. the re-interpretation of arguments in terms of their claims can be performed at different stages in the evaluation of the framework: One approach is to perform the evaluation entirely at argument-level before interpreting arguments by their claims (inherited semantics); alternatively, one can perform certain steps in the process (e.g., maximization) already in terms of the arguments' claims (claim-level semantics). The inherent difference of these approaches not only potentially results in different outcomes but, as we will show in this paper, is also mirrored in terms of computational complexity. To this end, we provide a comprehensive complexity analysis of the four main reasoning problems with respect to claim-level variants of preferred, naive, stable, semi-stable and stage semantics and complete the complexity results of inherited semantics by providing corresponding results for semi-stable and stage semantics. Furthermore, we provide complexity results for these types of frameworks when restricted to specific graph classes and when parameterized by the number of claims within the framework. Moreover, we show that deciding, whether for a given framework the two approaches of a semantics coincide (concurrence) can be surprisingly hard, ranging up to the third level of the polynomial hierarchy.",,pdfs/The_complexity_landscape_of_claim-augmented_argumentation_frameworks.pdf,1,,[],,,[]
Large-State Reinforcement Learning for Hyper-Heuristics,Inproceedings,26/06/2023,"Kletzander, Lucas,Musliu, Nysret",10.1609/aaai.v37i10.26466,AAAI Press,"Hyper-heuristics are a domain-independent problem solving approach where the main task is to select effective chains of problem-specific low-level heuristics on the fly for an unseen instance. This task can be seen as a reinforcement learning problem, however, the information available to the hyper-heuristic is very limited, usually leading to very limited state representations. In this work, for the first time we use the trajectory of solution changes for a larger set of features for reinforcement learning in the novel hyper-heuristic LAST-RL (Large-State Reinforcement Learning). Further, we introduce a probability distribution for the exploration case in our epsilon-greedy policy that is based on the idea of Iterated Local Search to increase the chance to sample good chains of low-level heuristics. The benefit of the collaboration of our novel components is shown on the academic benchmark of the Cross Domain Heuristic Challenge 2011 consisting of six different problem domains. Our approach can provide state-of-the-art results on this benchmark where it outperforms recent hyper-heuristics based on reinforcement learning, and also demonstrates high performance on a benchmark of complex real-life personnel scheduling domains.",,pdfs/Large-State_Reinforcement_Learning_for_Hyper-Heuristics.pdf,1,https://openalex.org/W4381894426,"['Impossibility', 'Complement (music)', 'Consistency (knowledge bases)', 'Operator (biology)', 'Variety (cybernetics)', 'Computer science', 'Mathematical economics', 'Dilemma', 'Mathematics', 'Artificial intelligence', 'Political science', 'Gene', 'Phenotype', 'Biochemistry', 'Transcription factor', 'Chemistry', 'Geometry', 'Law', 'Repressor', 'Complementation']",1,14,['artificial intelligence; biochemistry; chemistry; complement (music); complementation; computer science; consistency (knowledge bases); dilemma; gene; geometry; impossibility; law; mathematical economics; mathematics; operator (biology); phenotype; political science; repressor; transcription factor; variety (cybernetics)']
The Effect of Preferences in Abstract Argumentation under a Claim-Centric View,Inproceedings,26/06/2023,"Bernreiter, Michael,Dvo  k, Wolfgang,Rapberger, Anna,Woltran, Stefan",10.1609/aaai.v37i5.25770,AAAI Press,"In this paper, we study the effect of preferences in abstract argumentation under a claim-centric perspective. Recent work has revealed that semantical and computational properties can change when reasoning is performed on claim-level rather than on the argument-level, while under certain natural restrictions (arguments with the same claims have the same outgoing attacks) these properties are conserved. We now investigate these effects when, in addition, preferences have to be taken into account and consider four prominent reductions to handle preferences between arguments. As we shall see, these reductions give rise to different classes of claim-augmented argumentation frameworks, and behave differently in terms of semantic properties and computational complexity. This strengthens the view that the actual choice for handling preferences has to be taken with care.",,pdfs/The_Effect_of_Preferences_in_Abstract_Argumentation_under_a_Claim-Centric_View.pdf,1,,[],,,[]
Diversity of Answers to Conjunctive Queries,Inproceedings,2023,"Merkl, Timo Camillo,Pichler, Reinhard,Skritek, Sebastian",10.4230/lipics.icdt.2023.10,"Schloss Dagstuhl   Leibniz-Zentrum f r Informatik GmbH, Dagstuhl Publishing","Enumeration problems aim at outputting, without repetition, the set of solutions to a given problem instance. However, outputting the entire solution set may be prohibitively expensive if it is too big. In this case, outputting a small, sufficiently diverse subset of the solutions would be preferable. This leads to the Diverse-version of the original enumeration problem, where the goal is to achieve a certain level d of diversity by selecting k solutions. In this paper, we look at the Diverse-version of the query answering problem for Conjunctive Queries and extensions thereof. That is, we study the problem if it is possible to achieve a certain level d of diversity by selecting k answers to the given query and, in the positive case, to actually compute such k answers.",,pdfs/Diversity_of_Answers_to_Conjunctive_Queries.pdf,1,https://openalex.org/W6963638030,"['Task (project management)', 'Computer science', 'Guidance system', 'Human–computer interaction', 'Space (punctuation)', 'Task analysis', 'Systems design', 'Systems engineering', 'Visual analytics', 'Visualization', 'Analytics', 'Systems analysis', 'Artificial intelligence', 'Information system', 'Key (lock)', 'Design methods', 'Software engineering', 'System of systems']",1,0,['analytics; artificial intelligence; computer science; design methods; guidance system; human–computer interaction; information system; key (lock); software engineering; space (punctuation); system of systems; systems analysis; systems design; systems engineering; task (project management); task analysis; visual analytics; visualization']
Fundamental Research Challenges for Distributed Computing Continuum Systems,Article,22/03/2023,"Casamayor Pujol, Victor,Morichetta, Andrea,Murturi, Ilir,Donta, Praveen Kumar,Dustdar, Schahram",10.3390/info14030198,,"This article discusses four fundamental topics for future Distributed Computing Continuum Systems: their representation, model, lifelong learning, and business model. Further, it presents techniques and concepts that can be useful to define these four topics specifically for Distributed Computing Continuum Systems. Finally, this article presents a broad view of the synergies among the presented technique that can enable the development of future Distributed Computing Continuum Systems.",,pdfs/Fundamental_Research_Challenges_for_Distributed_Computing_Continuum_Systems.pdf,1,,[],,,[]
ECHO: A hierarchical combination of classical and multi-agent epistemic planning problems,Article,2023-12,"Sold , Davide,Fabiano, Francesco,Dovier, Agostino",10.1093/logcom/exad036,,"The continuous interest in Artificial Intelligence (AI) has brought, among other things, the development of several scenarios where multiple artificial entities interact with each other. As for all the other autonomous settings, these multi-agent systems require orchestration. This is, generally, achieved through techniques derived from the vast field of Automated Planning. Notably, arbitration in multi-agent domains is not only tasked with regulating how the agents act, but must also consider the interactions between the agents information flows and must, therefore, reason on an epistemic level. This brings a substantial overhead that often diminishes the reasoning process s usability in real-world situations. To address this problem, we present ECHO, a hierarchical framework that embeds classical and multi-agent epistemic (epistemic, for brevity) planners in a single architecture. The idea is to combine (i) classical; and(ii) epistemic solvers to model efficiently the agents interactions with the (i) physical world ; and(ii) information flows, respectively. In particular, the presented architecture starts by planning on the epistemic level , with a high level of abstraction, focusing only on the information flows. Then it refines the planning process, due to the classical planner, to fully characterize the interactions with the physical world. To further optimize the solving process, we introduced the concept of macros in epistemic planning and enriched the classical part of the domain with goal-networks. Finally, we evaluated our approach in an actual robotic environment showing that our architecture indeed reduces the overall computational time.",,pdfs/ECHO_A_hierarchical_combination_of_classical_and_multi-agent_epistemic_planning_problems.pdf,1,,[],,,[]
Efficient Algorithms for Monroe and CC Rules in Multi-Winner Elections with (Nearly) Structured Preferences,Inproceedings,28/09/2023,"Chen, Jiehua,Hatschka, Christian,Simola, Sofia",10.3233/faia230296,IOS Press,"We investigate winner determination for two popular proportional representation systems: the Monroe and Chamberlin-Courant (abbrv. CC) systems. Our study focuses on (nearly) single-peaked resp. single-crossing preferences. We show that for single-crossing approval preferences, winner determination of the Monroe rule is polynomial, and for both rules, winner determination mostly admits FPT algorithms with respect to the number of voters to delete to obtain single-peaked or single-crossing preferences. Our results answer some complexity questions from the literature [19, 29, 22].",,pdfs/Efficient_Algorithms_for_Monroe_and_CC_Rules_in_Multi-Winner_Elections_with_Nearly_Structured_Preferences.pdf,1,https://openalex.org/W4389630079,"['Computer science', 'Software engineering', 'Unified Modeling Language', 'Web application', 'Modeling language', 'Architecture', 'Scalability', 'World Wide Web', 'Web engineering', 'Web development', 'Web service', 'Software', 'Web application security', 'Programming language', 'Database', 'Visual arts', 'Art']",7,18,['architecture; art; computer science; database; modeling language; programming language; scalability; software; software engineering; unified modeling language; visual arts; web application; web application security; web development; web engineering; web service; world wide web']
See-code und Codeerzeugung in Gforth 1.0,Presentation,2023-05,"Ertl, M. Anton",,,,"Gforth erzeugt nicht einfach f r jedes Primitive immer den selben Code, sondern der erzeugte Code ergibt sich durch eine Optimierung f r einen Block von Primitives. Das verkompliziert see-code, das den Maschinencode einer Colon Definition zusammen mit den Forth-Primitives anzeigt. In Gforth 0.7 zeigt see-code teilweise noch die falschen Primitives an. In Gforth 1.0 wurde see-code berarbeitet, sodass es jetzt immer die richtigen Primitives anzeigt und zus tzlich noch, welche Stack-Repr sentationen verwendet werden.",pdfs/See-code_und_Codeerzeugung_in_Gforth_1.0.pdf,1,https://openalex.org/W4385849148,"['Hacker', 'Offensive', 'Computer security', 'Computer science', 'Work (physics)', 'Automation', 'Thematic analysis', 'Honeypot', 'Internet privacy', 'Qualitative research', 'Engineering', 'Operations research', 'Sociology', 'Social science', 'Mechanical engineering']",10,21,['automation; computer science; computer security; engineering; hacker; honeypot; internet privacy; mechanical engineering; offensive; operations research; qualitative research; social science; sociology; thematic analysis; work (physics)']
Computing optimal hypertree decompositions with SAT,Article,2023-12,"Schidler, Andr ,Szeider, Stefan",10.1016/j.artint.2023.104015,,"Hypertree width is a prominent hypergraph invariant with many algorithmic applications in constraint satisfaction and databases. We propose two novel characterisations for hypertree width in terms of linear orderings. We utilize these characterisations to obtain SAT, MaxSAT, and SMT encodings for computing the hypertree width exactly. We evaluate the encodings on an extensive set of benchmark instances and compare them to state-of-the-art exact methods for computing optimal hypertree width. Our results show that our approach outperforms these state-of-the-art algorithms.",,pdfs/Computing_optimal_hypertree_decompositions_with_SAT.pdf,1,https://openalex.org/W4382239928,"['Rewriting', 'Benchmark (surveying)', 'Minification', 'Computer science', 'Electronic circuit', 'Algorithm', 'Flexibility (engineering)', 'Boolean circuit', 'Range (aeronautics)', 'State (computer science)', 'Circuit minimization for Boolean functions', 'Boolean expression', 'Boolean function', 'Mathematics', 'Programming language', 'Statistics', 'Engineering', 'Geodesy', 'Electrical engineering', 'Geography', 'Composite material', 'Materials science']",6,42,['algorithm; benchmark (surveying); boolean circuit; boolean expression; boolean function; circuit minimization for boolean functions; composite material; computer science; electrical engineering; electronic circuit; engineering; flexibility (engineering); geodesy; geography; materials science; mathematics; minification; programming language; range (aeronautics); rewriting; state (computer science); statistics']
Supporting Non-CS Teachers with Programming Lessons,Inproceedings,2023-10,"Unkovic, Svetlana,Landman, Martina",10.5281/zenodo.10015799,Zenodo,"The introduction of a new compulsory subject in secondary schools and the publication of the syllabus in Austria poses great challenges for many teachers. A crucial point is the fact that the selected teachers often do not have an adequate degree in computer science or similar training. Consequently, the lack of their CS competencies often leads to an insufficient teaching, as there were not specifically trained enough for this subject before its introduction. Our outreach programme eduLAB offers an initiative where teachers in schools are supported by student staff in teaching programming. To evaluate this initiative, 28 teachers were asked how our programming courses and offerings could be adapted and expanded to support teachers and also students in the new compulsory subject. This paper analyses the survey results and ideas of what we can do to further support teachers in this situation.",,pdfs/Supporting_Non-CS_Teachers_with_Programming_Lessons.pdf,1,https://openalex.org/W4386855061,"['Computer science', 'Pipeline (software)', 'Scalability', 'Domain (mathematical analysis)', 'Minimum bounding box', 'Product (mathematics)', 'Class (philosophy)', 'Bounding overwatch', 'Artificial intelligence', 'Scale (ratio)', 'Synthetic data', 'Machine learning', 'Data mining', 'Database', 'Image (mathematics)', 'Physics', 'Geometry', 'Quantum mechanics', 'Programming language', 'Mathematics', 'Mathematical analysis']",2,15,['artificial intelligence; bounding overwatch; class (philosophy); computer science; data mining; database; domain (mathematical analysis); geometry; image (mathematics); machine learning; mathematical analysis; mathematics; minimum bounding box; physics; pipeline (software); product (mathematics); programming language; quantum mechanics; scalability; scale (ratio); synthetic data']
Crossing Minimization in Time Interval Storylines,Inproceedings,2023,"Dobler, Alexander,N llenburg, Martin,Stojanovic, Daniel,Villedieu, Anais,Wulms, Jules",,,,,pdfs/Crossing_Minimization_in_Time_Interval_Storylines.pdf,1,https://openalex.org/W4386598336,"['Computer science', 'Scalability', 'Pipeline (software)', 'Product (mathematics)', 'Pipeline transport', 'Mobile device', 'Inference', 'Real-time computing', 'Embedded system', 'Artificial intelligence', 'Database', 'World Wide Web', 'Operating system', 'Engineering', 'Environmental engineering', 'Geometry', 'Mathematics']",1,26,['artificial intelligence; computer science; database; embedded system; engineering; environmental engineering; geometry; inference; mathematics; mobile device; operating system; pipeline (software); pipeline transport; product (mathematics); real-time computing; scalability; world wide web']
A Methodology for Task-Driven Guidance Design,Inproceedings,2023,"Perez Messina, Ignacio Baltazar,Ceneda, Davide,Miksch, Silvia",10.2312/eurova.20231094,The Eurographics Association,"Mixed-initiative Visual Analytics (VA) systems are becoming increasingly important; however, the design of such systems still needs to be formulated. We present a methodology to aid and structure the design of mixed-initiative VA systems consisting of four steps: (1) defining the target of analysis, (2) identifying the user search tasks, (3) describing the system guidance tasks, and (4) specifying which and when guidance is provided. In summary, it specifies a space of possible user tasks and then maps it to the corresponding space of guidance tasks, using recent VA task typologies for guidance and visualizations. We illustrate these steps through a case study in a real-world model-building task involving decision-making with unevenly-spaced time-oriented data. Our methodology is particularly beneficial for enriching existing VA systems with guidance, being its output a structured description of a complex guidance task schema.",,pdfs/A_Methodology_for_Task-Driven_Guidance_Design.pdf,1,https://openalex.org/W4386893265,"['Computer science', 'Non-line-of-sight propagation', 'Spectrogram', 'Channel state information', 'Transmitter', 'Range (aeronautics)', 'Activity recognition', 'Channel (broadcasting)', 'Wireless', 'Artificial intelligence', 'Telecommunications', 'Materials science', 'Composite material']",7,17,['activity recognition; artificial intelligence; channel (broadcasting); channel state information; composite material; computer science; materials science; non-line-of-sight propagation; range (aeronautics); spectrogram; telecommunications; transmitter; wireless']
